Headline,NumOfWords,NumOfChar,NumOfPunc,NumOfContPunc,NumOfContUpperCase,NumOfAdjectives,Bigrams,Bi-freq,unigrams,un-freq,trigram,tri-freq,Label
"#BoycottComedian…ROBERT DENIRO Wanted “To Punch Trump In The Face”…Supports Anti-Trump Rioters…Now Wants Americans To Support His New Movie
",18,139,0,0,2,0,"[('boycottcomedian…robert', 'deniro'), ('deniro', '“'), ('“', 'trump'), ('trump', 'face'), ('face', '”'), ('”', 'anti-trump'), ('anti-trump', 'rioters…now'), ('rioters…now', 'americans'), ('americans', 'movie')]",18,"[('boycottcomedian…robert',), ('deniro',), ('“',), ('trump',), ('face',), ('”',), ('anti-trump',), ('rioters…now',), ('americans',), ('movie',)]",10,"[('boycottcomedian…robert', 'deniro', '“'), ('deniro', '“', 'trump'), ('“', 'trump', 'face'), ('trump', 'face', '”'), ('face', '”', 'anti-trump'), ('”', 'anti-trump', 'rioters…now'), ('anti-trump', 'rioters…now', 'americans'), ('rioters…now', 'americans', 'movie')]",24,1
"HE’S NEVER SOLD AN ORIGINAL PAINTING UNTIL NOW…And This One’s Going In The White Hous
",15,85,0,0,8,0,"[('painting', '’'), ('’', 's')]",4,"[('painting',), ('’',), ('s',)]",3,"[('painting', '’', 's')]",3,1
"SORRY LIBERALS…You Can Stop With The Petitions…Hillary Did NOT Win The Popular Vote
",13,83,0,0,3,0,"[('sorry', 'liberals…you'), ('liberals…you', 'petitions…hillary'), ('petitions…hillary', 'vote')]",6,"[('sorry',), ('liberals…you',), ('petitions…hillary',), ('vote',)]",4,"[('sorry', 'liberals…you', 'petitions…hillary'), ('liberals…you', 'petitions…hillary', 'vote')]",6,1
"MARK CUBAN: ""In The Event Donald Wins, I Have No Doubt The Market Tanks""…So Here's What Really Happened
",18,103,2,0,2,0,"[('mark', 'cuban'), ('cuban', 'event'), ('event', 'donald'), ('donald', 'i'), ('i', 'doubt'), ('doubt', 'market'), ('market', 'tanks')]",14,"[('mark',), ('cuban',), ('event',), ('donald',), ('i',), ('doubt',), ('market',), ('tanks',)]",8,"[('mark', 'cuban', 'event'), ('cuban', 'event', 'donald'), ('event', 'donald', 'i'), ('donald', 'i', 'doubt'), ('i', 'doubt', 'market'), ('doubt', 'market', 'tanks')]",18,1
"TRUMP SUPPORTER Whose Brutal Beating By Black Mob Was Caught On Video Asks: “What Happened To America?”
",17,103,1,0,2,0,"[('trump', 'supporter'), ('supporter', 'beating'), ('beating', 'mob'), ('mob', 'video'), ('video', 'asks'), ('asks', '”')]",12,"[('trump',), ('supporter',), ('beating',), ('mob',), ('video',), ('asks',), ('”',)]",7,"[('trump', 'supporter', 'beating'), ('supporter', 'beating', 'mob'), ('beating', 'mob', 'video'), ('mob', 'video', 'asks'), ('video', 'asks', '”')]",15,1
"WOW! WHITE Liberals Suggest Blacks Are Too Stupid To Get ID’s…Can’t Figure Out How To Use Internet
",17,98,0,0,3,0,"[('wow', 'liberals'), ('liberals', 'blacks'), ('blacks', '’'), ('’', 't'), ('t', 'figure'), ('figure', 'internet')]",12,"[('wow',), ('liberals',), ('blacks',), ('’',), ('t',), ('figure',), ('internet',)]",7,"[('wow', 'liberals', 'blacks'), ('liberals', 'blacks', '’'), ('blacks', '’', 't'), ('’', 't', 'figure'), ('t', 'figure', 'internet')]",15,1
"LOL! BRITISH WIFE Of LIB ACTOR Who Said: “There Will Never Be A President Donald Trump”…Warns Americans About President-Elect Trump 
",20,131,1,0,5,0,"[('lol', 'wife'), ('wife', 'actor'), ('actor', '“'), ('“', 'president'), ('president', 'donald'), ('donald', 'trump'), ('trump', '”'), ('”', '…warns'), ('…warns', 'trump')]",18,"[('lol',), ('wife',), ('actor',), ('“',), ('president',), ('donald',), ('trump',), ('”',), ('…warns',), ('trump',)]",10,"[('lol', 'wife', 'actor'), ('wife', 'actor', '“'), ('actor', '“', 'president'), ('“', 'president', 'donald'), ('president', 'donald', 'trump'), ('donald', 'trump', '”'), ('trump', '”', '…warns'), ('”', '…warns', 'trump')]",24,1
"EPIC! TUCKER CARLSON Demolishes NYC Councilman Over Sanctuary Cities
",9,68,0,0,4,0,"[('epic', 'tucker'), ('tucker', 'carlson'), ('carlson', 'demolishes'), ('demolishes', 'councilman'), ('councilman', 'cities')]",10,"[('epic',), ('tucker',), ('carlson',), ('demolishes',), ('councilman',), ('cities',)]",6,"[('epic', 'tucker', 'carlson'), ('tucker', 'carlson', 'demolishes'), ('carlson', 'demolishes', 'councilman'), ('demolishes', 'councilman', 'cities')]",12,1
"FUNNY! SNL’S SOLUTION To Democrat Election Denial: “Safe Space For Everyone” 
",11,76,1,0,3,0,"[('funny', 'snl'), ('snl', '’'), ('’', 'solution'), ('solution', 'election'), ('election', 'denial'), ('denial', '“'), ('“', 'space'), ('space', 'everyone'), ('everyone', '”')]",18,"[('funny',), ('snl',), ('’',), ('solution',), ('election',), ('denial',), ('“',), ('space',), ('everyone',), ('”',)]",10,"[('funny', 'snl', '’'), ('snl', '’', 'solution'), ('’', 'solution', 'election'), ('solution', 'election', 'denial'), ('election', 'denial', '“'), ('denial', '“', 'space'), ('“', 'space', 'everyone'), ('space', 'everyone', '”')]",24,1
"DONALD TRUMP Calls Meeting With Press…Dresses Down Real Fake News Networks: “Everyone at CNN is a liar and you should be ashamed
",22,128,1,0,3,0,"[('trump', 'meeting'), ('meeting', 'press…dresses'), ('press…dresses', 'news'), ('news', 'networks'), ('networks', 'everyone'), ('everyone', 'cnn'), ('cnn', 'liar')]",14,"[('trump',), ('meeting',), ('press…dresses',), ('news',), ('networks',), ('everyone',), ('cnn',), ('liar',)]",8,"[('trump', 'meeting', 'press…dresses'), ('meeting', 'press…dresses', 'news'), ('press…dresses', 'news', 'networks'), ('news', 'networks', 'everyone'), ('networks', 'everyone', 'cnn'), ('everyone', 'cnn', 'liar')]",18,1
"OOPS! CRYBABY HAMILTON STARS Who Lectured Pence Haven't Voted In Years
",11,70,0,0,4,0,"[('oops', 'crybaby'), ('crybaby', 'hamilton'), ('hamilton', 'stars'), ('stars', 'pence'), ('pence', 'years')]",10,"[('oops',), ('crybaby',), ('hamilton',), ('stars',), ('pence',), ('years',)]",6,"[('oops', 'crybaby', 'hamilton'), ('crybaby', 'hamilton', 'stars'), ('hamilton', 'stars', 'pence'), ('stars', 'pence', 'years')]",12,1
"WHITE TRUMP-BASHING LIB Reprimanded On LIVE CNN Interview For Using “N-Word” 
",11,76,0,0,6,0,"[('lib', 'cnn'), ('cnn', 'interview'), ('interview', '”')]",6,"[('lib',), ('cnn',), ('interview',), ('”',)]",4,"[('lib', 'cnn', 'interview'), ('cnn', 'interview', '”')]",6,1
"SHARIA IN AMERICA? How Minneapolis Muslims Are Still Being Recruited By Terrorist
",12,81,0,0,3,0,"[('sharia', 'america'), ('america', 'muslims'), ('muslims', 'terrorist')]",6,"[('sharia',), ('america',), ('muslims',), ('terrorist',)]",4,"[('sharia', 'america', 'muslims'), ('america', 'muslims', 'terrorist')]",6,1
"SHERIFF CLARKE On Obama’s Final Days: “Obama’s Like A Tenant Who’s Been Evicted From A Property, And He’s Gonna Trash The Place On The Way Out The Door” 
",28,152,2,0,2,0,"[('sheriff', 'clarke'), ('clarke', 'obama'), ('obama', '’'), ('’', 'days'), ('days', 'obama'), ('obama', '’'), ('’', 'tenant'), ('tenant', 'property'), ('property', 'gon'), ('gon', 'place'), ('place', 'way'), ('way', 'door'), ('door', '”')]",26,"[('sheriff',), ('clarke',), ('obama',), ('’',), ('days',), ('obama',), ('’',), ('tenant',), ('property',), ('gon',), ('place',), ('way',), ('door',), ('”',)]",14,"[('sheriff', 'clarke', 'obama'), ('clarke', 'obama', '’'), ('obama', '’', 'days'), ('’', 'days', 'obama'), ('days', 'obama', '’'), ('obama', '’', 'tenant'), ('’', 'tenant', 'property'), ('tenant', 'property', 'gon'), ('property', 'gon', 'place'), ('gon', 'place', 'way'), ('place', 'way', 'door'), ('way', 'door', '”')]",36,1
"ANTI-TRUMP CROWD CHANTS: “What’s Better Than 11 Dead Cops, 12 Dead Cops!”…Three Police Officers Ambushed The Same Weekend
",18,121,2,0,4,0,"[('anti-trump', 'crowd'), ('crowd', 'chants'), ('chants', '’'), ('’', 'cops'), ('cops', 'cops'), ('cops', 'police'), ('police', 'officers'), ('officers', 'weekend')]",16,"[('anti-trump',), ('crowd',), ('chants',), ('’',), ('cops',), ('cops',), ('police',), ('officers',), ('weekend',)]",9,"[('anti-trump', 'crowd', 'chants'), ('crowd', 'chants', '’'), ('chants', '’', 'cops'), ('’', 'cops', 'cops'), ('cops', 'cops', 'police'), ('cops', 'police', 'officers'), ('police', 'officers', 'weekend')]",21,1
"‘Intl Community Still Financing, Protecting Terrorists’ – Mother Agnes, Vanessa Beeley on Syri
",13,94,2,0,0,0,"[('intl', 'community'), ('community', 'financing'), ('financing', 'terrorists'), ('terrorists', 'mother'), ('mother', 'agnes'), ('agnes', 'beeley'), ('beeley', 'syri')]",14,"[('intl',), ('community',), ('financing',), ('terrorists',), ('mother',), ('agnes',), ('beeley',), ('syri',)]",8,"[('intl', 'community', 'financing'), ('community', 'financing', 'terrorists'), ('financing', 'terrorists', 'mother'), ('terrorists', 'mother', 'agnes'), ('mother', 'agnes', 'beeley'), ('agnes', 'beeley', 'syri')]",18,1
"FBI Director Comey’s ‘Leaked’ Memo Explains Why He’s Reopening the Clinton Email Case
",13,85,0,0,1,0,"[('fbi', 'director'), ('director', '’'), ('’', 's'), ('s', '‘'), ('‘', '’'), ('’', 'memo'), ('memo', 'clinton'), ('clinton', 'email'), ('email', 'case')]",18,"[('fbi',), ('director',), ('’',), ('s',), ('‘',), ('’',), ('memo',), ('clinton',), ('email',), ('case',)]",10,"[('fbi', 'director', '’'), ('director', '’', 's'), ('’', 's', '‘'), ('s', '‘', '’'), ('‘', '’', 'memo'), ('’', 'memo', 'clinton'), ('memo', 'clinton', 'email'), ('clinton', 'email', 'case')]",24,1
"WikiLeaks: Hillary Clinton knew Saudi, Qatar were funding ISIS – but still took their money for Foundation
",17,106,2,0,1,0,"[('wikileaks', 'clinton'), ('clinton', 'saudi'), ('saudi', 'qatar'), ('qatar', 'isis'), ('isis', '–'), ('–', 'money'), ('money', 'foundation')]",14,"[('wikileaks',), ('clinton',), ('saudi',), ('qatar',), ('isis',), ('–',), ('money',), ('foundation',)]",8,"[('wikileaks', 'clinton', 'saudi'), ('clinton', 'saudi', 'qatar'), ('saudi', 'qatar', 'isis'), ('qatar', 'isis', '–'), ('isis', '–', 'money'), ('–', 'money', 'foundation')]",18,1
"Hillary Clinton Jumps the Shark with ‘Trump’s Secret Russian Server’ Conspiracy Theory
",12,86,0,0,0,0,"[('clinton', 'shark'), ('shark', '‘'), ('‘', 'trump'), ('trump', '’'), ('’', 's'), ('s', 'server'), ('server', '’'), ('’', 'conspiracy'), ('conspiracy', 'theory')]",18,"[('clinton',), ('shark',), ('‘',), ('trump',), ('’',), ('s',), ('server',), ('’',), ('conspiracy',), ('theory',)]",10,"[('clinton', 'shark', '‘'), ('shark', '‘', 'trump'), ('‘', 'trump', '’'), ('trump', '’', 's'), ('’', 's', 'server'), ('s', 'server', '’'), ('server', '’', 'conspiracy'), ('’', 'conspiracy', 'theory')]",24,1
"Prof Michel Chossudovsky discusses Hillary Clinton’s foreign policy & emerging nuclear risk
",12,91,0,0,0,0,"[('prof', 'michel'), ('michel', 'chossudovsky'), ('chossudovsky', 'clinton'), ('clinton', '’'), ('’', 'policy'), ('policy', 'risk')]",12,"[('prof',), ('michel',), ('chossudovsky',), ('clinton',), ('’',), ('policy',), ('risk',)]",7,"[('prof', 'michel', 'chossudovsky'), ('michel', 'chossudovsky', 'clinton'), ('chossudovsky', 'clinton', '’'), ('clinton', '’', 'policy'), ('’', 'policy', 'risk')]",15,1
"Episode #159 – SUNDAY WIRE: ‘Tick-Tock USA’ with guests Dr Marcus Papadopoulos, Basil Valentin
",14,94,2,0,3,0,"[('–', 'sunday'), ('sunday', 'wire'), ('wire', '’'), ('’', 'guests'), ('guests', 'marcus'), ('marcus', 'papadopoulos'), ('papadopoulos', 'basil'), ('basil', 'valentin')]",16,"[('–',), ('sunday',), ('wire',), ('’',), ('guests',), ('marcus',), ('papadopoulos',), ('basil',), ('valentin',)]",9,"[('–', 'sunday', 'wire'), ('sunday', 'wire', '’'), ('wire', '’', 'guests'), ('’', 'guests', 'marcus'), ('guests', 'marcus', 'papadopoulos'), ('marcus', 'papadopoulos', 'basil'), ('papadopoulos', 'basil', 'valentin')]",21,1
"KREMLIN: Putin Congratulates Trump, Hopes to Work Together Major Issue
",10,70,2,0,1,0,"[('kremlin', 'putin'), ('putin', 'trump'), ('trump', 'hopes'), ('hopes', 'issue')]",8,"[('kremlin',), ('putin',), ('trump',), ('hopes',), ('issue',)]",5,"[('kremlin', 'putin', 'trump'), ('putin', 'trump', 'hopes'), ('trump', 'hopes', 'issue')]",9,1
"America’s Primal Scream: David Icke Explains Reason for Trump’s Election Result
",11,79,1,0,0,0,"[('america', '’'), ('’', 'scream'), ('scream', 'david'), ('david', 'icke'), ('icke', 'reason'), ('reason', 'trump'), ('trump', '’'), ('’', 's'), ('s', 'election'), ('election', 'result')]",20,"[('america',), ('’',), ('scream',), ('david',), ('icke',), ('reason',), ('trump',), ('’',), ('s',), ('election',), ('result',)]",11,"[('america', '’', 'scream'), ('’', 'scream', 'david'), ('scream', 'david', 'icke'), ('david', 'icke', 'reason'), ('icke', 'reason', 'trump'), ('reason', 'trump', '’'), ('trump', '’', 's'), ('’', 's', 'election'), ('s', 'election', 'result')]",27,1
"Mexico’s Richest Oligarch Loses Billions on News of Trump Victor
",10,64,0,0,0,0,"[('mexico', '’'), ('’', 's'), ('s', 'oligarch'), ('oligarch', 'billions'), ('billions', 'news'), ('news', 'trump'), ('trump', 'victor')]",14,"[('mexico',), ('’',), ('s',), ('oligarch',), ('billions',), ('news',), ('trump',), ('victor',)]",8,"[('mexico', '’', 's'), ('’', 's', 'oligarch'), ('s', 'oligarch', 'billions'), ('oligarch', 'billions', 'news'), ('billions', 'news', 'trump'), ('news', 'trump', 'victor')]",18,1
"‘Beyonce, Jay Z, Hillary Clinton – You Don’t Represent All Blacks, Women
",12,72,3,0,0,0,"[('beyonce', 'jay'), ('jay', 'z'), ('z', 'clinton'), ('clinton', '–'), ('–', 'represent'), ('represent', 'blacks'), ('blacks', 'women')]",14,"[('beyonce',), ('jay',), ('z',), ('clinton',), ('–',), ('represent',), ('blacks',), ('women',)]",8,"[('beyonce', 'jay', 'z'), ('jay', 'z', 'clinton'), ('z', 'clinton', '–'), ('clinton', '–', 'represent'), ('–', 'represent', 'blacks'), ('represent', 'blacks', 'women')]",18,1
"CBS 60 Minutes Withheld Trump’s Appeal to ‘Stop Attacking Minorities,’ and Ignored Reports of Attacks on Trump Supporter
",18,120,1,0,1,0,"[('cbs', 'minutes'), ('minutes', '’'), ('’', 's'), ('s', 'appeal'), ('appeal', 'minorities'), ('minorities', '’'), ('’', 'reports'), ('reports', 'attacks'), ('attacks', 'trump'), ('trump', 'supporter')]",20,"[('cbs',), ('minutes',), ('’',), ('s',), ('appeal',), ('minorities',), ('’',), ('reports',), ('attacks',), ('trump',), ('supporter',)]",11,"[('cbs', 'minutes', '’'), ('minutes', '’', 's'), ('’', 's', 'appeal'), ('s', 'appeal', 'minorities'), ('appeal', 'minorities', '’'), ('minorities', '’', 'reports'), ('’', 'reports', 'attacks'), ('reports', 'attacks', 'trump'), ('attacks', 'trump', 'supporter')]",27,1
"FLASHBACK - Hillary Clinton’s ‘KKK’ Smear Against Trump was Democrat Strateg
",11,76,0,0,2,0,"[('flashback', 'clinton'), ('clinton', '’'), ('’', 's'), ('s', '‘'), ('‘', 'kkk'), ('kkk', 'trump'), ('trump', 'strateg')]",14,"[('flashback',), ('clinton',), ('’',), ('s',), ('‘',), ('kkk',), ('trump',), ('strateg',)]",8,"[('flashback', 'clinton', '’'), ('clinton', '’', 's'), ('’', 's', '‘'), ('s', '‘', 'kkk'), ('‘', 'kkk', 'trump'), ('kkk', 'trump', 'strateg')]",18,1
"Hillary Clinton Supporters Now Calling for a Recount of Votes in Battleground State
",13,83,0,0,0,0,"[('clinton', 'supporters'), ('supporters', 'recount'), ('recount', 'votes'), ('votes', 'battleground'), ('battleground', 'state')]",10,"[('clinton',), ('supporters',), ('recount',), ('votes',), ('battleground',), ('state',)]",6,"[('clinton', 'supporters', 'recount'), ('supporters', 'recount', 'votes'), ('recount', 'votes', 'battleground'), ('votes', 'battleground', 'state')]",12,1
"Matchup: Bulls v Mud Hens
",5,25,1,0,0,0,"[('matchup', 'bulls'), ('bulls', 'mud'), ('mud', 'hens')]",6,"[('matchup',), ('bulls',), ('mud',), ('hens',)]",4,"[('matchup', 'bulls', 'mud'), ('bulls', 'mud', 'hens')]",6,1
"Man Films Himself Speeding In His Porsche With Foot On The Dashboard
",12,68,0,0,0,0,"[('man', 'porsche'), ('porsche', 'foot'), ('foot', 'dashboard')]",6,"[('man',), ('porsche',), ('foot',), ('dashboard',)]",4,"[('man', 'porsche', 'foot'), ('porsche', 'foot', 'dashboard')]",6,1
"The Choose-Your-Own-Reality Theory of Terror, Mass Shootings and Spiritual Warfare
",10,82,1,0,0,0,"[('choose-your-own-reality', 'theory'), ('theory', 'terror'), ('terror', 'mass'), ('mass', 'shootings'), ('shootings', 'warfare')]",10,"[('choose-your-own-reality',), ('theory',), ('terror',), ('mass',), ('shootings',), ('warfare',)]",6,"[('choose-your-own-reality', 'theory', 'terror'), ('theory', 'terror', 'mass'), ('terror', 'mass', 'shootings'), ('mass', 'shootings', 'warfare')]",12,1
"ESPN Host Jemele Hill Demands Boycott of Cowboys’ Sponsors
",9,58,0,0,1,0,"[('espn', 'host'), ('host', 'jemele'), ('jemele', 'hill'), ('hill', 'boycott'), ('boycott', 'cowboys'), ('cowboys', 'sponsors')]",12,"[('espn',), ('host',), ('jemele',), ('hill',), ('boycott',), ('cowboys',), ('sponsors',)]",7,"[('espn', 'host', 'jemele'), ('host', 'jemele', 'hill'), ('jemele', 'hill', 'boycott'), ('hill', 'boycott', 'cowboys'), ('boycott', 'cowboys', 'sponsors')]",15,1
"Alternative Social Network Gab Faces Domain Seizure For Violating ""Anti-Discrimination Laws""
",11,92,0,0,0,0,"[('network', 'gab'), ('gab', 'seizure'), ('seizure', 'laws')]",6,"[('network',), ('gab',), ('seizure',), ('laws',)]",4,"[('network', 'gab', 'seizure'), ('gab', 'seizure', 'laws')]",6,1
"NFL Teams Stayed in Locker Rooms For Anthem Until 2009-Then DoD Began ""Paying for Patriotism""
",15,93,0,0,1,0,"[('teams', 'locker'), ('locker', 'rooms'), ('rooms', 'anthem'), ('anthem', 'dod'), ('dod', 'patriotism')]",10,"[('teams',), ('locker',), ('rooms',), ('anthem',), ('dod',), ('patriotism',)]",6,"[('teams', 'locker', 'rooms'), ('locker', 'rooms', 'anthem'), ('rooms', 'anthem', 'dod'), ('anthem', 'dod', 'patriotism')]",12,1
"A Poor Chinese Intern May Have Been Forced To Make Your Branded Laptop
",13,70,0,0,0,0,"[('intern', 'laptop')]",2,"[('intern',), ('laptop',)]",2,[],1,1
"10/1 Expo Park-Forbes Field Era: Deacon Whips Cy In 1st WS Game, Waner's 237 Hits, Boss Man Roberto & More
",20,106,3,0,1,0,"[('field', 'era'), ('era', 'deacon'), ('deacon', 'whips'), ('whips', 'game'), ('game', 'waner'), ('waner', 'hits'), ('hits', 'man'), ('man', 'roberto')]",16,"[('field',), ('era',), ('deacon',), ('whips',), ('game',), ('waner',), ('hits',), ('man',), ('roberto',)]",9,"[('field', 'era', 'deacon'), ('era', 'deacon', 'whips'), ('deacon', 'whips', 'game'), ('whips', 'game', 'waner'), ('game', 'waner', 'hits'), ('waner', 'hits', 'man'), ('hits', 'man', 'roberto')]",21,1
"9th inning: 8-10
",3,16,1,0,0,0,[],1,"[('inning',)]",1,[],1,1
"10 Characteristics of False Flags
",5,33,0,0,0,0,"[('characteristics', 'flags')]",2,"[('characteristics',), ('flags',)]",2,[],1,1
"Betting on CS GO With Bitcoin
",6,29,0,0,2,0,"[('cs', 'bitcoin')]",2,"[('cs',), ('bitcoin',)]",2,[],1,1
"Celebrities Tweeting Geeky Photos To Help Raise Funds For Puerto Rico
",11,69,0,0,0,0,"[('celebrities', 'geeky'), ('geeky', 'photos'), ('photos', 'funds'), ('funds', 'puerto'), ('puerto', 'rico')]",10,"[('celebrities',), ('geeky',), ('photos',), ('funds',), ('puerto',), ('rico',)]",6,"[('celebrities', 'geeky', 'photos'), ('geeky', 'photos', 'funds'), ('photos', 'funds', 'puerto'), ('funds', 'puerto', 'rico')]",12,1
